record_id,prob1
453393469,0.0
453419175,0.0
453382878,0.0
453372023,0.0
453449782,0.0
453336932,1.69974570836e-108
453392703,0.0
453267832,0.0
453371324,0.0
453311043,0.0
453248671,0.0
453315910,0.0
453286190,0.0
453286160,0.0
453258044,0.0
453401324,0.0
453301036,0.0
453368799,0.0
453430348,0.0
453392972,0.0
453250452,0.0
453428922,0.0
453294950,0.0
453364540,0.0
453240321,0.0
453286417,0.0
453330233,5.77122413393e-31
453280812,0.0
453364803,0.0
453439811,0.0
453387567,0.0
453363530,0.0
453293966,0.0
453296323,0.0
453215768,1.57309564582e-103
453267840,0.0
453454658,0.0
453375512,0.0
453267827,0.0
453244436,0.0
453442723,0.0
453208857,7.52468754691e-21
453382446,0.0
453275170,0.0
453233168,0.0
453316825,0.0
453382559,0.0
453299818,0.0
453321219,0.0
453207311,2.56227963041e-10
453221855,1.22543162538e-69
453304009,0.0
453348233,5.65439663532e-10
453276592,0.0
453423349,0.0
453453883,0.0
453252010,0.0
453453304,0.0
453229661,0.0
453367764,0.0
453340015,3.98629435943e-41
453420524,0.0
453209988,2.94569973741e-44
453440407,0.0
453419031,0.0
453430270,0.0
453298657,0.0
453234197,0.0
453286878,0.0
453245141,0.0
453417498,0.0
453304815,0.0
453302473,0.0
453285161,0.0
453391738,0.0
453201287,7.02603443115e-13
453199944,7.37487760277e-29
453307419,0.0
453448598,0.0
453400469,0.0
453252084,0.0
453439834,0.0
453191122,9.62925294369e-48
453318693,0.0
453273454,0.0
453378689,0.0
453205647,5.90613778946e-20
453329306,5.57653753697e-36
453239893,0.0
453356035,0.0
453325360,0.0
453435749,0.0
453392963,0.0
453295804,0.0
453423636,0.0
453279673,0.0
453264751,0.0
453251651,0.0
453277509,0.0
453456597,0.0
453384436,0.0
453300820,0.0
453372950,0.0
453307526,0.0
453359126,0.0
453346948,1.87038258366e-19
453358907,0.0
453303934,0.0
453198580,2.29250095638e-34
453357396,0.0
453404200,0.0
453224442,1.67035840008e-11
453394135,0.0
453361489,0.0
453327235,5.23734528245e-37
453330729,2.05384295134e-11
453389946,0.0
453243050,0.0
453237715,0.0
453417072,0.0
453342406,3.70759434681e-41
453194727,1.8264381696e-06
453347821,3.88187113436e-20
453347532,4.69210879354e-55
453278344,0.0
453201445,3.28159426775e-12
453209342,6.71870906346e-13
453201908,9.30181743328e-27
453221864,4.54584661764e-19
453320102,0.0
453427540,0.0
453205928,6.18824267805e-21
453287130,0.0
453235591,0.0
453339044,3.24129043984e-15
453267154,0.0
453193633,5.897008215e-23
453211796,4.28156901212e-15
453232781,0.0
453322862,0.0
453271780,0.0
453414526,0.0
453436954,0.0
453315915,0.0
453369726,0.0
453396591,0.0
453332613,1.03966755411e-21
453339680,7.02361424979e-55
453423288,0.0
453255976,0.0
453282961,0.0
453212386,2.43357409907e-11
453223916,2.29380516847e-72
453352819,0.0
453323861,0.0
453295913,0.0
453290777,0.0
453287497,0.0
453410643,0.0
453390891,0.0
453254029,0.0
453225965,1.50510857001e-12
453283638,0.0
453392529,0.0
453250445,0.0
453422386,0.0
453335243,3.62023885565e-23
453261924,0.0
453452435,0.0
453301073,0.0
453312340,0.0
453364378,0.0
453339309,2.01381087623e-37
453375245,0.0
453312071,0.0
453370039,0.0
453246623,0.0
453447232,0.0
453441390,0.0
453420482,0.0
453448921,0.0
453354286,0.0
453287956,0.0
453226989,0.0319104489386
453392936,0.0
453357772,0.0
453215534,2.4320669815e-22
453268326,0.0
453310303,0.0
453355993,0.0
453193867,8.84568415193e-13
453252512,0.0
453386676,0.0
453267019,0.0
453202505,3.68016493255e-17
453423776,0.0
453316152,0.0
453384667,0.0
453332255,3.58853727532e-46
453330440,2.87709933587e-08
453199202,3.641281146e-33
453223113,6.20763439043e-19
453435198,0.0
453389737,0.0
453403021,0.0
453400277,0.0
453192231,7.00382533261e-35
453343776,2.3542005326e-21
453224743,3.43253483341e-47
453241810,0.0
453420108,0.0
453435636,0.0
453364793,0.0
453390838,0.0
453310895,0.0
453384210,0.0
453335118,1.19235729684e-24
453217953,8.15815129445e-09
453204872,4.70719098653e-45
453192815,3.48187001286e-17
453203835,5.06266474424e-46
453446871,0.0
453257896,0.0
453415614,0.0
453266500,0.0
453444743,0.0
453438041,0.0
453362500,0.0
453322679,0.0
453443290,0.0
453244311,0.0
453221401,1.2789408947e-15
453414699,0.0
453346627,1.08093487662e-81
453339899,1.53757205896e-09
453405564,0.0
453265820,0.0
453370882,0.0
453284218,0.0
453205582,4.25969180874e-52
453359453,0.0
453246957,0.0
453246256,0.0
453426168,0.0
453242198,0.0
453357868,0.0
453441933,0.0
453341629,7.69874582125e-18
453205169,5.97693912893e-09
453405744,0.0
453422043,0.0
453193247,7.92062591001e-30
453365062,0.0
453296991,0.0
453222781,5.35147390201e-61
453427037,0.0
453262496,0.0
453232773,0.0
453455889,0.0
453366553,0.0
453426522,0.0
453191003,1.80678364431e-15
453362469,0.0
453293678,0.0
453399453,0.0
453346029,6.48682315081e-15
453308621,0.0
453237285,0.0
453368225,0.0
453211676,2.09171411319e-08
453262310,0.0
453201557,2.11063259987e-10
453361334,0.0
453216151,2.43422376851e-09
453284378,0.0
453303623,0.0
453255232,0.0
453347309,5.15249253679e-35
453387378,0.0
453299877,0.0
453220851,2.51525909856e-30
453205766,2.63072736368e-14
453385537,0.0
453230260,0.0
453425578,0.0
453401298,0.0
453357823,0.0
453446120,0.0
453303927,0.0
453385548,0.0
453358506,0.0
453304166,0.0
453280558,0.0
453397989,0.0
453413594,0.0
453378476,0.0
453402704,0.0
453342117,4.36832808522e-28
453388241,0.0
453352583,0.0
453453741,0.0
453445626,0.0
453318764,0.0
453322582,0.0
453299181,0.0
453378225,0.0
453385780,0.0
453360380,0.0
453307870,0.0
453399159,0.0
453297512,0.0
453240033,0.0
453335524,1.39983278179e-25
453299583,0.0
453417844,0.0
453324741,0.0
453398105,0.0
453263596,0.0
453277014,0.0
453217770,3.62183966724e-41
453263727,0.0
453283983,0.0
453417516,0.0
453273381,0.0
453362161,0.0
453280714,0.0
453372372,0.0
453371959,0.0
453208367,5.56296538337e-06
453316719,0.0
453345151,4.32326581495e-18
453414952,0.0
453221580,1.99260203749e-43
453218720,1.1198755301e-32
453358263,0.0
453282175,0.0
453391574,0.0
453377989,0.0
453229650,0.0
453237691,0.0
453273219,0.0
453229215,0.0
453409727,0.0
453448824,0.0
453285114,0.0
453428745,0.0
453373867,0.0
453267913,0.0
453259064,0.0
453386577,0.0
453411897,0.0
453397408,0.0
453453903,0.0
453318061,0.0
453237444,0.0
453333447,4.37731819851e-19
453412303,0.0
453405827,0.0
453219312,6.90209884526e-40
453313693,0.0
453228563,1.403529876e-09
453410904,0.0
453437512,0.0
453397452,0.0
453221611,4.04994865071e-17
453266408,0.0
453241910,0.0
453427668,0.0
453442046,0.0
453431732,0.0
453386388,0.0
453366865,0.0
453240692,0.0
453309326,0.0
453339142,0.490122877391
453260644,0.0
453405987,0.0
453287559,0.0
453251570,0.0
453358000,0.0
453408198,0.0
453398285,0.0
453385388,0.0
453269030,0.0
453344225,5.85442084842e-20
453337321,3.90506277443e-18
453213387,3.32832343662e-08
453276290,0.0
453384801,0.0
453454693,0.0
453447637,0.0
453311546,0.0
453410619,0.0
453293788,0.0
453360278,0.0
453438825,0.0
453254910,0.0
453282700,0.0
453196910,1.25330394681e-38
453439705,0.0
453362791,0.0
453305044,0.0
453299637,0.0
453235902,0.0
453328044,2.13490375289e-22
453425114,0.0
453222283,1.53797457512e-06
453265955,0.0
453424820,0.0
